Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades
INFY,EQ,04-May-2015,1942.25,1959.5,2000,1949.9,1992.25,1993.1,1970.92,3340398,6583671559.55,112574
INFY,EQ,05-May-2015,1993.1,2000,2003.7,1952.05,1964.5,1962.75,1970.79,2352129,4635543850.95,133092
INFY,EQ,06-May-2015,1962.75,1975,1975,1915.3,1924,1922.05,1931.49,2627102,5074233991.05,94364
INFY,EQ,07-May-2015,1922.05,1922,1967.1,1910,1940,1944,1942.88,1694996,3293172516.05,68774
INFY,EQ,08-May-2015,1944,1958,1967.55,1945.25,1962.1,1957.95,1956.49,1444419,2825994395.25,60514
INFY,EQ,11-May-2015,1957.95,1965,2000,1952.2,1995.95,1993.65,1980.94,1196378,2369955758.25,54180
INFY,EQ,12-May-2015,1993.65,1993.65,1994.6,1942,1946.9,1947.1,1954.77,2071223,4048763183.75,88184
INFY,EQ,13-May-2015,1947.1,1951.75,1964.9,1928.5,1957.65,1956.7,1949.12,1774771,3459240021.6,55815
INFY,EQ,14-May-2015,1956.7,1960,1960.8,1908,1935,1934.8,1929.44,1558461,3006959162.9,82817
INFY,EQ,15-May-2015,1934.8,1935,1966.6,1932.3,1958.9,1961.75,1952.36,1297336,2532866454.4,78808
INFY,EQ,18-May-2015,1961.75,1970,1998.9,1961.6,1997,1993.05,1981.93,1617494,3205766128.5,72296
INFY,EQ,19-May-2015,1993.05,1987.3,2035.7,1986,2022.2,2022.35,2016.44,2568019,5178250882.65,73141
INFY,EQ,20-May-2015,2022.35,2040,2052,2033.6,2049.9,2047.3,2045.73,1470547,3008337279.1,63706
INFY,EQ,21-May-2015,2047.3,2048.9,2061.9,2037.25,2048,2048.45,2046.72,2514828,5147155556.35,99082
INFY,EQ,22-May-2015,2048.45,2044,2051.55,2030.1,2041.9,2046.45,2043.07,1722206,3518585688.7,78526
INFY,EQ,25-May-2015,2046.45,2050.5,2056.55,2007.05,2021,2016.8,2029.47,1168952,2372348161,62183
INFY,EQ,26-May-2015,2016.8,2020,2031.45,2002.15,2006,2007.3,2015.66,991260,1998042102.25,37399
INFY,EQ,27-May-2015,2007.3,2007,2009,1955,1973,1968.5,1966.93,2113677,4157452380.25,114474
INFY,EQ,28-May-2015,1968.5,1975.2,2032,1975.2,2000,2016.6,2000.26,2745135,5490996904.35,97941
INFY,EQ,29-May-2015,2016.6,2004.85,2056.45,2001,2029.8,2023.15,2024.5,4748261,9612868994.65,121421
INFY,EQ,01-Jun-2015,2023.15,2032.8,2064,2023.25,2042,2047.8,2048.1,1431223,2931284912.85,62717
INFY,EQ,02-Jun-2015,2047.8,2048.1,2055.1,2005,2013,2008.65,2018.63,1168285,2358331815.6,67384
INFY,EQ,03-Jun-2015,2008.65,2018.2,2039.45,2008,2032,2020.9,2019.78,1373949,2775067935.1,50402
INFY,EQ,04-Jun-2015,2020.9,2030,2055,2012.6,2028.1,2028.05,2036.59,1872366,3813250262.95,98562
INFY,EQ,05-Jun-2015,2028.05,2030,2044,2008.15,2011.5,2011.65,2020.89,1531447,3094883382.25,61438
INFY,EQ,08-Jun-2015,2011.65,2020,2024.65,1987,2002,2000.05,2000.16,1535262,3070769016.7,59889
INFY,EQ,09-Jun-2015,2000.05,2003.75,2007.65,1983,1990.55,1992.1,1992.62,1890435,3766911108.1,81812
INFY,EQ,10-Jun-2015,1992.1,1990,2039.35,1985,2027,2026.5,2012.03,1596460,3212123213.75,76174
INFY,EQ,11-Jun-2015,2026.5,2035.95,2044.75,1995.05,2000,1997.65,2010.91,2307366,4639906733.4,69953
INFY,EQ,12-Jun-2015,1997.65,2005,2025.55,1955.5,1978.05,1975.05,1991.32,2463231,4905085617.85,104931
INFY,EQ,15-Jun-2015,1975.05,976.95,998.8,968,994,990.45,990.17,2618213,2592486853.8,84843
INFY,EQ,16-Jun-2015,990.45,994.35,1003,985,998,999.35,995.31,2611722,2599482810.5,75473
INFY,EQ,17-Jun-2015,999.35,1011,1021,992.2,997.2,995.7,1002.05,3206034,3212615217.65,73928
INFY,EQ,18-Jun-2015,995.7,1005.6,1007.95,995.8,1000.05,1001.95,1001.7,1737213,1740163420.15,40621
INFY,EQ,19-Jun-2015,1001.95,1010.3,1010.4,993.1,997,995.35,998.9,3335229,3331553919.05,97129
INFY,EQ,22-Jun-2015,995.35,1004.9,1028.75,997,1022.7,1023.85,1011.41,2855434,2888003446.65,133708
INFY,EQ,23-Jun-2015,1023.85,1025,1027.4,998.15,1001.45,1000.4,1004.3,3476058,3490994517.45,119559
INFY,EQ,24-Jun-2015,1000.4,1015,1015,991.2,995.1,995.1,1002,3536847,3543930986.55,74881
INFY,EQ,25-Jun-2015,995.1,999.2,1003.5,987.65,993.35,990.45,993.86,3558733,3536892262.65,75358
INFY,EQ,26-Jun-2015,990.45,999,1011.6,998.1,1005.9,1005.25,1005.91,2660142,2675854600.15,63866
INFY,EQ,29-Jun-2015,1005.25,987,999.5,982.5,990.4,990.15,989.98,2845334,2816829753.75,76492
INFY,EQ,30-Jun-2015,990.15,990,993.45,980,987.5,984.35,986.73,3106265,3065047324.45,71225
INFY,EQ,01-Jul-2015,984.35,989,1005,986,998.95,997.4,995.12,3440426,3423647679.05,80010
INFY,EQ,02-Jul-2015,997.4,999,1001.4,985.05,988.5,988,989.52,2003784,1982777630.95,78544
INFY,EQ,03-Jul-2015,988,988,993,982,990.4,990.3,989.7,1347653,1333778443.1,35728
INFY,EQ,06-Jul-2015,990.3,985,988,975,981.75,983.3,981.33,2152801,2112607722.9,60404
INFY,EQ,07-Jul-2015,983.3,985,990,979,981,980.5,985,1748709,1722475960.7,58985
INFY,EQ,08-Jul-2015,980.5,979,979,954.8,957.45,957.5,962.49,3512089,3380333779,109474
INFY,EQ,09-Jul-2015,957.5,957.5,966,934.05,940.25,938,942.64,4293886,4047609151.05,138299
INFY,EQ,10-Jul-2015,938,948.1,952.1,932.65,935.5,937.5,941.18,3705761,3487806639.35,134681
INFY,EQ,13-Jul-2015,937.5,941,955,934.05,950.6,950.15,945.97,3265884,3089416554.6,84133
INFY,EQ,14-Jul-2015,950.15,955,973.5,945.5,970,971.25,961.36,2683537,2579856182.15,76138
INFY,EQ,15-Jul-2015,971.25,970,985.95,968,984.45,984,980.66,2064783,2024840506.55,74801
INFY,EQ,16-Jul-2015,984,987.7,991.5,979.5,990,989.05,987.36,1736469,1714517983.35,52615
INFY,EQ,17-Jul-2015,989.05,991,1004.5,989.1,999.75,1001.85,997.46,1723989,1719615241.7,59447
INFY,EQ,20-Jul-2015,1001.85,1001.4,1010.8,987.4,997,1001.25,998.95,2188590,2186285827.3,74145
INFY,EQ,21-Jul-2015,1001.25,1035,1149,1035,1116.35,1112.65,1099.62,19155056,21063364548.1,408583
INFY,EQ,22-Jul-2015,1112.65,1105,1112,1076.65,1100,1103.15,1100.68,6332830,6970413691.3,221999
INFY,EQ,23-Jul-2015,1103.15,1103.95,1117,1090,1094.45,1098,1106.23,3855374,4264915293.05,166660
INFY,EQ,24-Jul-2015,1098,1095.55,1106.45,1083.1,1088,1087.6,1090.71,2240151,2443351940.05,100221
INFY,EQ,27-Jul-2015,1087.6,1086.9,1087.95,1060.45,1065,1065.3,1073.34,3376122,3623721352.85,175039
INFY,EQ,28-Jul-2015,1065.3,1068.5,1076,1054.25,1066.1,1062.85,1066.58,4238301,4520496075.25,150481
INFY,EQ,29-Jul-2015,1062.85,1074,1092,1065,1086,1085.4,1082.68,3535667,3828008081,82510
INFY,EQ,30-Jul-2015,1085.4,1090,1090,1058,1073.85,1070,1077.44,5978299,6441243728.35,122143
INFY,EQ,31-Jul-2015,1070,1078.55,1081.35,1060,1078.5,1077.05,1071.55,3965506,4249228754.9,108976
INFY,EQ,03-Aug-2015,1077.05,1078,1092,1068.95,1075,1078.95,1078.29,3980506,4292139083.45,85130
INFY,EQ,04-Aug-2015,1078.95,1078,1078.95,1051,1058.55,1057.25,1061.33,4549527,4828549679.65,139666
INFY,EQ,05-Aug-2015,1057.25,1062,1090,1061.95,1086.65,1086.35,1080.81,2376738,2568814074,70472
INFY,EQ,06-Aug-2015,1086.35,1094,1105.5,1077,1088,1086.95,1089.08,3619126,3941508986.25,94093
INFY,EQ,07-Aug-2015,1086.95,1079.5,1101,1078.5,1096.5,1095.6,1095.84,2494029,2733064425.6,99571
INFY,EQ,10-Aug-2015,1095.6,1098,1106.35,1067,1091,1086,1094.07,1996377,2184169819.4,55130
INFY,EQ,11-Aug-2015,1086,1098.8,1116.9,1095.7,1115,1109.15,1105.55,3787203,4186948059.45,122276
INFY,EQ,12-Aug-2015,1109.15,1115,1149,1111,1141,1144.4,1137.15,5084220,5781511941.8,186856
INFY,EQ,13-Aug-2015,1144.4,1147,1166.85,1055.55,1155.35,1158,1155.49,4893980,5654928106.45,128074
INFY,EQ,14-Aug-2015,1158,1165,1168.7,1143.1,1148.45,1149.25,1157.9,2554533,2957892576.95,87830
INFY,EQ,17-Aug-2015,1149.25,1150,1153.45,1122.5,1141.1,1142.15,1136.37,1553718,1765591231.65,50967
INFY,EQ,18-Aug-2015,1142.15,1150,1177.7,1150,1162.5,1164.35,1167.25,2075223,2422304913.4,103875
INFY,EQ,19-Aug-2015,1164.35,1170,1186.2,1162.8,1174.95,1175.55,1176.36,3434759,4040513415.65,92901
INFY,EQ,20-Aug-2015,1175.55,1159,1168.5,1128,1140.9,1134.55,1140.09,4184557,4770761082.45,100655
INFY,EQ,21-Aug-2015,1134.55,1140.9,1160.95,1117.5,1143.9,1149.9,1145.35,5411071,6197560616.55,118867
INFY,EQ,24-Aug-2015,1149.9,1109.95,1123,1078.6,1088.8,1092.05,1107.29,7061342,7818945727.35,161508
INFY,EQ,25-Aug-2015,1092.05,1100,1119,1044.5,1088,1085.65,1085.15,6867539,7452313809.85,153510
INFY,EQ,26-Aug-2015,1085.65,1089.8,1097,1059,1066.25,1064.6,1077.22,5749106,6193033242,116990
INFY,EQ,27-Aug-2015,1064.6,1088,1100.1,1078.05,1084,1082.8,1085.94,7671696,8330972041.05,139887
INFY,EQ,28-Aug-2015,1082.8,1101.6,1124.9,1101.6,1114.4,1111.05,1114.78,3604410,4018120271.85,92660
INFY,EQ,31-Aug-2015,1111.05,1134.85,1134.85,1082.5,1097.3,1094.4,1098.12,4958532,5445048322.7,112811
INFY,EQ,01-Sep-2015,1094.4,1090,1114.6,1082,1086.95,1089,1099.86,4535775,4988709109.8,144963
INFY,EQ,02-Sep-2015,1089,1098,1115,1090,1102,1099.45,1102.46,5585915,6158267847.15,127845
INFY,EQ,03-Sep-2015,1099.45,1110.15,1112,1092.5,1100.3,1099.35,1100.92,4295268,4728764107.15,77626
INFY,EQ,04-Sep-2015,1099.35,1103,1111,1067,1074.9,1073.95,1079.25,3659444,3949456565.3,100163
INFY,EQ,07-Sep-2015,1073.95,1084.95,1085,1055,1058.2,1058.75,1065.12,2590494,2759194352.25,81606
INFY,EQ,08-Sep-2015,1058.75,1062,1074,1052.3,1062.6,1058.8,1063.17,2729748,2902178636.25,78414
INFY,EQ,09-Sep-2015,1058.8,1087.1,1099.6,1072,1087.5,1088.7,1088.69,4574332,4980040936.95,116781
INFY,EQ,10-Sep-2015,1088.7,1084.9,1091.5,1061,1080,1080.45,1079.95,4181502,4515821659.75,113306
INFY,EQ,11-Sep-2015,1080.45,1091.55,1106.4,1085.5,1091.9,1090.75,1095.18,4941905,5412265896.15,106420
INFY,EQ,14-Sep-2015,1090.75,1099,1104,1082.65,1100,1099.75,1095.4,3278538,3591310758.45,68749
INFY,EQ,15-Sep-2015,1099.75,1099.4,1103.2,1088.15,1098,1099.2,1098.21,2645943,2905803863.65,76986
INFY,EQ,16-Sep-2015,1099.2,1108,1109.75,1098.3,1101,1101.65,1102.88,3739120,4123798313.25,75566
INFY,EQ,18-Sep-2015,1101.65,1111.8,1117.9,1099.05,1101.3,1104.45,1109.16,5788438,6420302312.75,99715
INFY,EQ,21-Sep-2015,1104.45,1100,1108.85,1092.5,1103.95,1104.65,1102.63,2175617,2398899362.4,58851
INFY,EQ,22-Sep-2015,1104.65,1115,1135.95,1101.1,1104.4,1107.45,1123.16,4813493,5406315825.9,125741
INFY,EQ,23-Sep-2015,1107.45,1107.45,1126.35,1097.45,1117,1116.25,1113.63,2379127,2649467638.55,57336
INFY,EQ,24-Sep-2015,1116.25,1113.5,1152.7,1110,1141.25,1140.55,1138.27,6699631,7626005047.8,172169
INFY,EQ,28-Sep-2015,1140.55,1139.95,1142.85,1101,1106.2,1105.55,1114.37,4894232,5453974744.65,125955
INFY,EQ,29-Sep-2015,1105.55,1102,1133.4,1097.5,1117,1121.85,1119.84,4349685,4870966739.4,101045
INFY,EQ,30-Sep-2015,1121.85,1134.4,1168.95,1125.95,1157,1161.95,1151.23,4747846,5465842643.15,111323
INFY,EQ,01-Oct-2015,1161.95,1169.9,1197.75,1160,1173.05,1173.05,1179.45,5432197,6406992205.25,141361
INFY,EQ,05-Oct-2015,1173.05,1173,1189.35,1162,1181.1,1181.75,1176.75,3440880,4049050301.95,124032
INFY,EQ,06-Oct-2015,1181.75,1187.05,1192.55,1148.1,1157,1154.6,1160.82,4355940,5056464091.3,159201
INFY,EQ,07-Oct-2015,1154.6,1156,1168.75,1128.45,1139,1133.2,1147.22,4591244,5267146098.15,140151
INFY,EQ,08-Oct-2015,1133.2,1136.4,1149.6,1126.05,1132.7,1132.15,1136.18,4540437,5158746112.85,166680
INFY,EQ,09-Oct-2015,1132.15,1136,1172.9,1136,1170.9,1167.4,1154.34,5891069,6800309813.5,172120
INFY,EQ,12-Oct-2015,1167.4,1199,1219.8,1109,1122.9,1122.9,1145.31,15202485,17411498956.45,347437
INFY,EQ,13-Oct-2015,1122.9,1107.45,1111,1085.2,1098.1,1099.4,1097.14,7663431,8407859525.85,286593
INFY,EQ,14-Oct-2015,1099.4,1091.45,1115.55,1087.2,1096,1097.6,1104.2,4432755,4894629063.95,158291
INFY,EQ,15-Oct-2015,1097.6,1099.9,1104.35,1089.1,1096.9,1097.35,1096.26,4127833,4525182630.1,184169
INFY,EQ,16-Oct-2015,1097.35,1099,1101.4,1090,1093,1094.9,1094.85,3209496,3513919100.05,74364
INFY,EQ,19-Oct-2015,1094.9,1102,1116,1100.5,1114.7,1111.95,1109.22,3673747,4074985828.5,128555
INFY,EQ,20-Oct-2015,1111.95,1113,1130,1110.6,1126.3,1125.95,1121.86,4394155,4929630466.4,101555
INFY,EQ,21-Oct-2015,1125.95,1125,1146.85,1125,1137.5,1138.4,1137.86,3639049,4140724664.5,89639
INFY,EQ,23-Oct-2015,1138.4,1141.8,1153,1125.1,1149,1149.9,1141.35,3016681,3443080807.65,117698
INFY,EQ,26-Oct-2015,1149.9,1154,1158.5,1143.15,1150,1152.15,1150.88,1597971,1839079237.5,82222
INFY,EQ,27-Oct-2015,1152.15,1150,1155,1144.1,1147.35,1149.4,1149.74,2631874,3025971573.35,79833
INFY,EQ,28-Oct-2015,1149.4,1144.5,1158,1139,1155.1,1153.2,1147.14,2627736,3014378473.55,95707
INFY,EQ,29-Oct-2015,1153.2,1153.1,1155.9,1136.05,1142.25,1145.05,1143.62,2943662,3366420195.7,74479
INFY,EQ,30-Oct-2015,1145.05,1145,1145,1130,1132,1135.45,1135.02,2022338,2295389841.6,57656
INFY,EQ,02-Nov-2015,1135.45,1130,1135.8,1114.1,1133.75,1131.2,1123.76,1772494,1991855082.85,44108
INFY,EQ,03-Nov-2015,1131.2,1133.4,1150.45,1133.4,1140.15,1145.5,1144,1807341,2067599135.6,47225
INFY,EQ,04-Nov-2015,1145.5,1150.1,1157.6,1132.3,1137.05,1136.8,1142.83,1602786,1831716976.7,60740
INFY,EQ,05-Nov-2015,1136.8,1142.95,1145,1119.4,1120.4,1122.9,1133.3,1172653,1328964252.45,33057
INFY,EQ,06-Nov-2015,1122.9,1123,1143.9,1122.9,1140.2,1138.3,1137.85,1513086,1721665528.55,43442
INFY,EQ,09-Nov-2015,1138.3,1120,1140,1115.2,1138.15,1134.6,1127.68,3062838,3453897090.65,73732
INFY,EQ,10-Nov-2015,1134.6,1127.5,1127.5,1100.1,1106,1103.85,1114.22,2340026,2607306462.8,56153
INFY,EQ,11-Nov-2015,1103.85,1118,1118,1103,1109.3,1107.6,1109.42,353652,392348101.95,13196
INFY,EQ,13-Nov-2015,1107.6,1099.95,1106,1090,1097,1100.8,1097.45,1760434,1931991867.85,86653
INFY,EQ,16-Nov-2015,1100.8,1083.65,1094,1067.2,1088,1080.2,1081.23,3404167,3680672583.85,84079
INFY,EQ,17-Nov-2015,1080.2,1080,1082.9,1052,1058.6,1061.5,1061.53,3592053,3813081588.3,130125
INFY,EQ,18-Nov-2015,1061.5,1041,1045.15,1011.25,1020.45,1020,1027.76,5062626,5203187274.05,163352
INFY,EQ,19-Nov-2015,1020,1030.25,1052,1023.8,1048,1047.8,1038.56,4269811,4434439166.5,169433
INFY,EQ,20-Nov-2015,1047.8,1048,1063.2,1042.05,1051,1052.4,1053.83,3041489,3205219967.9,151348
INFY,EQ,23-Nov-2015,1052.4,1050,1062.4,1038,1052,1053.7,1053.76,2808175,2959155996.55,90521
INFY,EQ,24-Nov-2015,1053.7,1050,1050.8,1037,1040.7,1041.15,1043.4,2162901,2256779096.45,58310
INFY,EQ,26-Nov-2015,1041.15,1040.95,1059.5,1040.05,1050,1052.4,1051.79,4926984,5182136976.25,114757
INFY,EQ,27-Nov-2015,1052.4,1058,1070,1045,1066,1066.35,1060.99,2571239,2728062595.8,69214
INFY,EQ,30-Nov-2015,1066.35,1070,1098.3,1056.2,1083.05,1087.9,1083.44,9052767,9808155224.3,108763
INFY,EQ,01-Dec-2015,1087.9,1088,1095,1072.95,1075.45,1079,1082.42,2949275,3192356939.5,76585
INFY,EQ,02-Dec-2015,1079,1079.95,1079.95,1059,1061.1,1060.7,1064.12,3198808,3403928890.8,90123
INFY,EQ,03-Dec-2015,1060.7,1061,1064.8,1049.05,1059,1057.75,1056.77,2752363,2908624057.85,110543
INFY,EQ,04-Dec-2015,1057.75,1049,1064.9,1040.1,1048.85,1049.05,1047.32,4187765,4385928455,209805
INFY,EQ,07-Dec-2015,1049.05,1055.3,1059,1040,1046,1046.25,1048.08,2256935,2365448287.2,65005
INFY,EQ,08-Dec-2015,1046.25,1045.05,1062.75,1039.3,1042,1044.4,1051.88,2862186,3010683589.85,87394
INFY,EQ,09-Dec-2015,1044.4,1043,1046.95,1022.55,1024,1028.2,1036.19,3409127,3532487392.15,85433
INFY,EQ,10-Dec-2015,1028.2,1036.6,1051.6,1030.3,1049.9,1047.35,1040.47,2793873,2906945254.15,80028
INFY,EQ,11-Dec-2015,1047.35,1054,1061.9,1045.9,1055.65,1052.8,1052.88,2695099,2837606869.2,84930
INFY,EQ,14-Dec-2015,1052.8,1049.5,1073.15,1048.05,1067.5,1069.5,1066.3,2408336,2568018429.3,104978
INFY,EQ,15-Dec-2015,1069.5,1073.25,1079.1,1058.8,1078.5,1077.55,1071.44,2715904,2909926024.15,76821
INFY,EQ,16-Dec-2015,1077.55,1083.4,1098,1083.4,1094,1095.85,1092.86,2747926,3003094115.65,66894
INFY,EQ,17-Dec-2015,1095.85,1100,1109.8,1088,1105.5,1107.1,1099.83,2479391,2726907088.85,87599
INFY,EQ,18-Dec-2015,1107.1,1103.4,1103.4,1079.45,1085.95,1083.15,1086.91,3609910,3923650702.8,65866
INFY,EQ,21-Dec-2015,1083.15,1077,1107.4,1065.95,1107,1103.45,1095.68,2165506,2372706847.85,61692
INFY,EQ,22-Dec-2015,1103.45,1097.45,1097.45,1080.1,1085,1083.75,1085.81,2054627,2230938914.2,51963
INFY,EQ,23-Dec-2015,1083.75,1095.05,1102.5,1087.05,1100,1100.85,1097.35,1435464,1575200227.85,38571
INFY,EQ,24-Dec-2015,1100.85,1102.05,1104.45,1090.1,1095.8,1096.35,1095.84,615027,673969561.2,20528
INFY,EQ,28-Dec-2015,1096.35,1090,1110,1090,1103.8,1104.75,1105.51,2763476,3055046034.75,51103
INFY,EQ,29-Dec-2015,1104.75,1101.25,1110,1097.3,1103,1104.7,1104.14,1672531,1846706112.35,52409
INFY,EQ,30-Dec-2015,1104.7,1101.1,1106.6,1083,1088,1086.3,1094.45,2576985,2820380075.65,65379
INFY,EQ,31-Dec-2015,1086.3,1090.15,1109.95,1087,1107,1105.4,1102.09,3971969,4377467436.1,75143
INFY,EQ,01-Jan-2016,1105.4,1100,1108.95,1093.2,1103,1105.25,1103.13,903275,996433258.65,18982
INFY,EQ,04-Jan-2016,1105.25,1099.95,1102.45,1076.05,1078.5,1078.9,1087.82,1987681,2162230783.75,53877
INFY,EQ,05-Jan-2016,1078.9,1085.5,1085.5,1062.25,1073,1074.05,1073.17,2474893,2655975460.75,62085
INFY,EQ,06-Jan-2016,1074.05,1074.65,1074.65,1058.9,1068.5,1069.35,1067.55,2794164,2982910237.8,76128
INFY,EQ,07-Jan-2016,1069.35,1060.05,1067.9,1047.9,1052.55,1050.8,1057.5,2647044,2799255720.4,79845
INFY,EQ,08-Jan-2016,1050.8,1061.5,1067.4,1055.5,1064.65,1063.3,1061.56,1578358,1675521986.35,47934
INFY,EQ,11-Jan-2016,1063.3,1056.3,1069.95,1052.1,1054.5,1055.7,1057.72,2680311,2835019451.3,66784
INFY,EQ,12-Jan-2016,1055.7,1062,1062.95,1030.85,1048.05,1049.95,1046.58,3282606,3435500122.05,95213
INFY,EQ,13-Jan-2016,1049.95,1057,1091,1048.1,1081.05,1083.4,1073.58,4375647,4697626038.2,82289
INFY,EQ,14-Jan-2016,1083.4,1066,1155,1054.35,1137.5,1133,1128.78,15113503,17059827436.6,335583
INFY,EQ,15-Jan-2016,1133,1148,1164,1137.55,1140,1139.9,1147.83,6518307,7481937162.95,168749
INFY,EQ,18-Jan-2016,1139.9,1139.9,1162.1,1128.35,1129.6,1131.9,1144.54,5033306,5760833305.25,124462
INFY,EQ,19-Jan-2016,1131.9,1135,1158.95,1128.55,1140.25,1139.65,1143.19,3750218,4287225459.85,131724
INFY,EQ,20-Jan-2016,1139.65,1134,1160,1117,1120.75,1121.25,1127.86,3753999,4233996102.55,106567
INFY,EQ,21-Jan-2016,1121.25,1135,1142.5,1122,1139.65,1137.05,1133.26,3371500,3820774623.7,107775
INFY,EQ,22-Jan-2016,1137.05,1148.1,1152.5,1131,1140,1136.25,1139.49,3218009,3666879628.35,106108
INFY,EQ,25-Jan-2016,1136.25,1140.25,1146.85,1124.55,1141,1137.65,1136.23,2289631,2601551835.2,78546
INFY,EQ,27-Jan-2016,1137.65,1146.45,1149.6,1135,1135.35,1138.5,1141.44,3485981,3979041708.3,79129
INFY,EQ,28-Jan-2016,1138.5,1136,1142.6,1126.2,1129.1,1129.6,1131.59,3894299,4406764531.15,67003
INFY,EQ,29-Jan-2016,1129.6,1138,1170,1131.6,1166,1164.9,1155.59,5116054,5912064475.8,105694
INFY,EQ,01-Feb-2016,1164.9,1170,1179.9,1161.6,1171.5,1173.35,1171.18,2125563,2489417759.9,69859
INFY,EQ,02-Feb-2016,1173.35,1176.85,1190,1164,1168.4,1175.55,1181.63,3816351,4509511501.65,87845
INFY,EQ,03-Feb-2016,1175.55,1167.8,1175.9,1152.75,1158.9,1157.7,1163.28,2622983,3051257780.3,64989
INFY,EQ,04-Feb-2016,1157.7,1160.05,1194.95,1160.05,1179.3,1179.75,1181.37,2774673,3277919301.65,68846
INFY,EQ,05-Feb-2016,1179.75,1175.5,1186.65,1171.85,1176.85,1174.7,1178.61,1992112,2347916405.8,72608
INFY,EQ,08-Feb-2016,1174.7,1163.75,1172.2,1143.8,1145.85,1150.8,1159.26,2110522,2446635959.95,58432
INFY,EQ,09-Feb-2016,1150.8,1128.3,1128.3,1093.5,1107.5,1107.65,1107.11,3789786,4195709094.4,110917
INFY,EQ,10-Feb-2016,1107.65,1108,1127.5,1105,1106.1,1108.55,1115.31,2933027,3271248829.1,95356
INFY,EQ,11-Feb-2016,1108.55,1111,1113,1071.15,1078.8,1078.65,1089.29,2607189,2839987984.55,93260
INFY,EQ,12-Feb-2016,1078.65,1094.7,1104.4,1067,1084.75,1084.65,1083.79,3704048,4014409217.8,112945
INFY,EQ,15-Feb-2016,1084.65,1096.25,1100.2,1086.6,1089,1091.75,1091.38,2546739,2779457263.7,107866
INFY,EQ,16-Feb-2016,1091.75,1087,1092.75,1073.7,1081.2,1079.15,1081.53,2562724,2771671744.9,92796
INFY,EQ,17-Feb-2016,1079.15,1081.75,1103,1077,1095,1097.85,1089.23,2082299,2268104576.65,79410
INFY,EQ,18-Feb-2016,1097.85,1100,1127,1100,1121.3,1123.4,1115.43,2094536,2336317812.75,70844
INFY,EQ,19-Feb-2016,1123.4,1119.2,1134.2,1113.85,1123.45,1127.25,1125.72,1987009,2236825271.95,85227
INFY,EQ,22-Feb-2016,1127.25,1131,1133.95,1114.05,1126,1126.65,1126.83,1928505,2173092989.75,71684
INFY,EQ,23-Feb-2016,1126.65,1130.25,1132.5,1116.05,1123,1123.9,1124.64,1250980,1406895965.65,78553
INFY,EQ,24-Feb-2016,1123.9,1119.5,1143.75,1118.35,1125,1125.35,1132.34,2475357,2802937160.25,92342
